Date,High,Low,Open,Close,Volume,Adj Close
2016-01-04,38.11000061035156,37.37699890136719,38.11000061035156,37.97200012207031,67382000,37.97200012207031
2016-01-05,38.459999084472656,37.782501220703125,38.20500183105469,38.076499938964844,45216000,38.076499938964844
2016-01-06,38.2864990234375,37.400001525878906,37.51850128173828,37.96649932861328,48206000,37.96649932861328
2016-01-07,37.765499114990234,36.763999938964844,37.324501037597656,37.04999923706055,63132000,37.04999923706055
2016-01-08,37.50600051879883,36.44599914550781,37.38999938964844,36.545501708984375,47506000,36.545501708984375
2016-01-11,36.75400161743164,35.97800064086914,36.59749984741211,36.653499603271484,50896000,36.653499603271484
2016-01-12,37.41699981689453,36.82149887084961,37.037498474121094,37.266998291015625,46816000,37.266998291015625
2016-01-13,37.650001525878906,35.8390007019043,37.46699905395508,35.97850036621094,51728000,35.97850036621094
2016-01-14,36.99449920654297,35.25,36.22200012207031,36.56949996948242,55558000,36.56949996948242
2016-01-15,36.20800018310547,35.07550048828125,35.4995002746582,35.52450180053711,76676000,35.52450180053711
2016-01-19,36.26750183105469,35.49250030517578,36.00749969482422,35.95399856567383,48724000,35.95399856567383
2016-01-20,36.34749984741211,34.388999938964844,35.29499816894531,35.928001403808594,82440000,35.928001403808594
2016-01-21,36.88349914550781,35.55550003051758,36.00849914550781,36.333499908447266,51938000,36.333499908447266
2016-01-22,37.428001403808594,37.025001525878906,37.099998474121094,37.27299880981445,47146000,37.27299880981445
2016-01-25,37.62300109863281,36.625,37.19200134277344,36.680999755859375,45340000,36.680999755859375
2016-01-26,36.972999572753906,36.3484992980957,36.760501861572266,36.68949890136719,30940000,36.68949890136719
2016-01-27,36.794498443603516,35.67250061035156,36.794498443603516,35.87900161743164,42428000,35.87900161743164
2016-01-28,37.55799865722656,36.529998779296875,36.90950012207031,37.415000915527344,62104000,37.415000915527344
2016-01-29,38.25550079345703,37.209999084472656,37.448001861572266,38.067501068115234,75808000,38.067501068115234
2016-02-01,38.87950134277344,38.069000244140625,38.5629997253418,38.53850173950195,111522000,38.53850173950195
2016-02-02,40.51750183105469,39.029998779296875,40.025001525878906,39.045501708984375,135846000,39.045501708984375
2016-02-03,39.57149887084961,36.8129997253418,39.31399917602539,37.46900177001953,131114000,37.46900177001953
2016-02-04,37.262001037597656,36.130001068115234,37.22949981689453,36.50149917602539,104922000,36.50149917602539
