Date,High,Low,Open,Close,Volume,Adj Close
2016-01-04,177.19000244140625,173.75999450683594,175.7899932861328,177.13999938964844,3745500.0,156.679931640625
2016-01-05,177.5,172.9199981689453,176.7100067138672,174.08999633789062,4521600.0,153.98226928710938
2016-01-06,172.02000427246094,169.10000610351562,171.30999755859375,169.83999633789062,5539400.0,150.2230987548828
2016-01-07,169.5,163.60000610351562,166.6699981689453,164.6199951171875,5687900.0,145.60606384277344
2016-01-08,168.4199981689453,163.6300048828125,166.75,163.94000244140625,4929800.0,145.00460815429688
2016-01-11,166.4600067138672,163.33999633789062,165.0,165.72999572753906,4386500.0,146.58786010742188
2016-01-12,168.17999267578125,163.3000030517578,166.88999938964844,165.7100067138672,4441300.0,146.57015991210938
2016-01-13,167.10000610351562,157.9199981689453,166.4600067138672,158.99000549316406,5252500.0,140.6263427734375
2016-01-14,162.50999450683594,156.75999450683594,160.3000030517578,161.38999938964844,4272500.0,142.74911499023438
2016-01-15,157.99000549316406,153.80999755859375,156.6999969482422,155.61000061035156,6237200.0,137.63668823242188
2016-01-19,158.75999450683594,155.27999877929688,157.55999755859375,156.82000732421875,5860600.0,138.7069549560547
2016-01-20,158.3699951171875,151.64999389648438,154.10000610351562,153.75,9369100.0,135.99156188964844
2016-01-21,155.16000366210938,151.49000549316406,153.97000122070312,151.64999389648438,5738800.0,134.1341094970703
2016-01-22,156.99000549316406,153.86000061035156,154.5800018310547,156.86000061035156,5583800.0,138.7423553466797
2016-01-25,156.52999877929688,151.1199951171875,156.39999389648438,151.1199951171875,5051700.0,133.66526794433594
2016-01-26,156.10000610351562,151.1199951171875,151.1199951171875,154.4499969482422,5237700.0,136.61065673828125
2016-01-27,158.42999267578125,153.19000244140625,153.58999633789062,153.72000122070312,5153100.0,135.9650115966797
2016-01-28,158.0500030517578,152.52999877929688,155.00999450683594,157.05999755859375,4292900.0,138.91917419433594
2016-01-29,161.58999633789062,157.77999877929688,158.63999938964844,161.55999755859375,4887900.0,142.89947509765625
2016-02-01,161.0,158.4499969482422,160.41000366210938,159.64999389648438,2963500.0,141.21009826660156
2016-02-02,157.0,150.16000366210938,157.0,151.6999969482422,6316200.0,134.17832946777344
2016-02-03,153.83999633789062,147.00999450683594,152.5,152.67999267578125,5893200.0,135.0451202392578
2016-02-04,157.9499969482422,152.00999450683594,152.3000030517578,156.49000549316406,4573100.0,138.41510009765625
2016-02-05,159.6999969482422,155.69000244140625,157.57000732421875,156.47000122070312,4596100.0,138.39736938476562
2016-02-08,153.8300018310547,145.25,153.8300018310547,149.25,8680000.0,132.01132202148438
2016-02-09,149.9499969482422,145.10000610351562,145.52000427246094,148.25,6919400.0,131.1267852783203
2016-02-10,153.3800048828125,147.2100067138672,150.0,147.22999572753906,7609600.0,130.22463989257812
2016-02-11,144.41000366210938,139.0500030517578,143.41000366210938,140.69000244140625,10252200.0,124.44001007080078
2016-02-12,146.50999450683594,143.6999969482422,143.75,146.1300048828125,9009300.0,129.251708984375
2016-02-16,150.47999572753906,147.4499969482422,149.60000610351562,149.02000427246094,10198000.0,131.80787658691406
2016-02-17,151.8699951171875,150.30999755859375,150.8000030517578,150.94000244140625,5578800.0,133.506103515625
2016-02-18,152.0,147.3699951171875,151.25,147.72999572753906,5895500.0,130.6669158935547
2016-02-19,147.72999572753906,145.42999267578125,147.0,146.91000366210938,5257300.0,129.94158935546875
2016-02-22,149.99000549316406,148.22999572753906,149.1999969482422,148.7899932861328,4287900.0,131.6044464111328
2016-02-23,148.0500030517578,144.0500030517578,148.0,144.91000366210938,4249600.0,128.172607421875
2016-02-24,145.63999938964844,140.25999450683594,143.0800018310547,145.55999755859375,5714700.0,128.74749755859375
2016-02-25,149.07000732421875,145.22999572753906,146.0,148.25,4299600.0,131.1267852783203
2016-02-26,151.97000122070312,149.00999450683594,149.72000122070312,150.25,5924500.0,132.8958282470703
2016-02-29,150.2899932861328,148.32000732421875,149.75,149.52999877929688,5506400.0,132.83363342285156
2016-03-01,154.77000427246094,150.67999267578125,150.9499969482422,154.64999389648438,6490400.0,137.38192749023438
2016-03-02,155.41000366210938,153.4499969482422,154.75,154.1999969482422,5047500.0,136.98214721679688
2016-03-03,155.66000366210938,153.36000061035156,154.0,155.3300018310547,3615800.0,137.98599243164062
2016-03-04,158.85000610351562,155.2899932861328,156.3699951171875,156.83999633789062,5256700.0,139.32737731933594
2016-03-07,156.3699951171875,154.41000366210938,156.0,155.35000610351562,2771900.0,138.00372314453125
2016-03-08,154.22999572753906,151.5,154.0,151.60000610351562,3830400.0,134.67247009277344
2016-03-09,152.5,149.17999267578125,152.11000061035156,149.91000366210938,3250900.0,133.17123413085938
2016-03-10,153.60000610351562,148.83999633789062,150.41000366210938,151.02000427246094,4631800.0,134.15724182128906
2016-03-11,154.16000366210938,152.3699951171875,153.27999877929688,153.94000244140625,4058700.0,136.7511749267578
2016-03-14,154.4499969482422,152.1300048828125,153.66000366210938,153.49000549316406,3317900.0,136.35145568847656
2016-03-15,152.74000549316406,150.89999389648438,152.64999389648438,152.02999877929688,3731400.0,135.05447387695312
2016-03-16,152.85000610351562,149.7100067138672,150.9199981689453,150.5399932861328,4310300.0,133.7307891845703
2016-03-17,153.97999572753906,148.75,150.38999938964844,152.91000366210938,4431700.0,135.83619689941406
2016-03-18,158.17999267578125,153.8699951171875,153.91000366210938,157.60000610351562,7413200.0,140.00254821777344
2016-03-21,158.89999389648438,155.75,157.24000549316406,156.2899932861328,4410200.0,138.83880615234375
2016-03-22,155.58999633789062,153.36000061035156,155.5,154.1999969482422,3521500.0,136.98214721679688
2016-03-23,155.5500030517578,153.58999633789062,154.25,154.0800018310547,3633400.0,136.87557983398438
2016-03-24,153.0399932861328,150.1300048828125,152.39999389648438,153.0,3693400.0,135.91615295410156
2016-03-28,154.63999938964844,152.3800048828125,153.13999938964844,153.83999633789062,2308600.0,136.66236877441406
2016-03-29,155.35000610351562,151.5,152.8699951171875,155.02999877929688,2919500.0,137.71949768066406
2016-03-30,158.02000427246094,154.88999938964844,156.1300048828125,156.5,3130600.0,139.0253143310547
2016-03-31,157.47999572753906,156.05999755859375,156.17999267578125,156.97999572753906,2927300.0,139.4517822265625
2016-04-01,160.00999450683594,155.08999633789062,156.4600067138672,159.82000732421875,3373400.0,141.97467041015625
2016-04-04,160.0,157.38999938964844,159.97000122070312,157.77000427246094,2478100.0,140.153564453125
2016-04-05,156.52999877929688,154.5500030517578,156.44000244140625,155.35000610351562,2822700.0,138.00372314453125
2016-04-06,156.27000427246094,153.9199981689453,155.25999450683594,155.19000244140625,2927400.0,137.86163330078125
2016-04-07,154.02999877929688,149.3699951171875,153.64999389648438,150.41000366210938,4786800.0,133.61537170410156
2016-04-08,152.8699951171875,150.00999450683594,152.07000732421875,150.27999877929688,3122200.0,133.49984741210938
2016-04-11,153.89999389648438,150.41000366210938,151.17999267578125,152.1999969482422,3464300.0,135.20550537109375
2016-04-12,155.08999633789062,151.3000030517578,152.6699981689453,154.30999755859375,2732900.0,137.0798797607422
2016-04-13,159.99000549316406,156.3800048828125,156.52999877929688,159.85000610351562,5151100.0,142.00128173828125
2016-04-14,162.27000427246094,159.14999389648438,159.52999877929688,160.91000366210938,3067100.0,142.94290161132812
2016-04-15,161.77999877929688,158.1999969482422,161.22999572753906,158.52000427246094,3467900.0,140.81979370117188
2016-04-18,160.0,157.14999389648438,157.61000061035156,159.02000427246094,3031500.0,141.26394653320312
2016-04-19,163.6999969482422,157.0,157.75,162.64999389648438,5832200.0,144.4886474609375
2016-04-20,167.4499969482422,161.94000244140625,162.0,166.97999572753906,4802200.0,148.3351593017578
2016-04-21,168.89999389648438,165.00999450683594,166.5500030517578,165.32000732421875,4165100.0,146.86053466796875
2016-04-22,167.49000549316406,165.66000366210938,165.7899932861328,166.75,2680300.0,148.13082885742188
2016-04-25,167.38999938964844,164.05999755859375,166.0,165.08999633789062,2473000.0,146.65621948242188
2016-04-26,166.0,164.22000122070312,165.3800048828125,165.83999633789062,2251600.0,147.32244873046875
2016-04-27,168.66000366210938,164.92999267578125,165.8300018310547,166.9199981689453,3323600.0,148.2818603515625
2016-04-28,167.32000732421875,164.00999450683594,165.35000610351562,164.2899932861328,2528000.0,145.9455108642578
2016-04-29,164.67999267578125,162.55999755859375,163.8000030517578,164.11000061035156,2890800.0,145.78562927246094
2016-05-02,167.19000244140625,163.99000549316406,165.0800018310547,166.17999267578125,1998400.0,147.62451171875
2016-05-03,164.11000061035156,161.3699951171875,163.66000366210938,163.13999938964844,2777000.0,144.92398071289062
2016-05-04,162.60000610351562,159.08999633789062,161.1999969482422,160.07000732421875,3203900.0,142.19671630859375
2016-05-05,160.82000732421875,158.5,160.77999877929688,159.52999877929688,2366200.0,141.71702575683594
